CustomerID,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,segment
15944.0,5185.0,1,650.2,1,1,2,112,Regular Customer
16917.0,5185.0,1,783.04,1,2,2,122,Regular Customer
17639.0,5185.0,1,217.0,1,1,1,111,Churned Customer
12623.0,5185.0,1,610.2,1,1,2,112,Regular Customer
15234.0,5185.0,1,394.0,1,1,1,111,Churned Customer
13345.0,5185.0,2,755.2,1,3,2,132,Regular Customer
12881.0,5184.0,1,596.0,1,1,2,112,Regular Customer
15057.0,5184.0,2,2979.0,1,3,4,134,Regular Customer
17138.0,5184.0,1,761.0,1,2,2,122,Regular Customer
13493.0,5184.0,2,1237.26,1,3,3,133,Regular Customer
14165.0,5184.0,1,245.08,1,1,1,111,Churned Customer
16625.0,5183.0,1,666.16,1,1,2,112,Regular Customer
14727.0,5183.0,1,537.16,1,1,2,112,Regular Customer
18086.0,5183.0,1,202.68,1,1,1,111,Churned Customer
16471.0,5183.0,1,447.9,1,1,1,111,Churned Customer
14603.0,5183.0,1,1320.0,1,2,3,123,Regular Customer
17194.0,5182.0,2,525.24,1,2,2,122,Regular Customer
13133.0,5182.0,2,219.6,1,3,1,131,Regular Customer
16766.0,5182.0,2,2291.2,1,3,4,134,Regular Customer
15049.0,5182.0,1,242.34,1,1,1,111,Churned Customer
13226.0,5182.0,1,216.42,1,1,1,111,Churned Customer
14114.0,5182.0,2,773.06,1,3,2,132,Regular Customer
13708.0,5180.0,1,593.76,1,1,2,112,Regular Customer
14350.0,5179.0,2,517.4,1,2,2,122,Regular Customer
15388.0,5179.0,1,281.08,1,1,1,111,Churned Customer
15308.0,5179.0,2,604.54,1,2,2,122,Regular Customer
14962.0,5179.0,1,253.4,1,1,1,111,Churned Customer
13121.0,5178.0,2,509.46,1,2,2,122,Regular Customer
16037.0,5178.0,3,1710.04,1,3,3,133,Regular Customer
16392.0,5178.0,1,442.38,1,1,1,111,Churned Customer
15047.0,5178.0,1,687.24,1,1,2,112,Regular Customer
16061.0,5178.0,1,-59.9,1,1,1,111,Churned Customer
17542.0,5178.0,1,341.5,1,1,1,111,Churned Customer
13716.0,5178.0,1,276.56,1,1,1,111,Churned Customer
16152.0,5177.0,1,3658.08,1,2,4,124,Regular Customer
13299.0,5177.0,1,285.0,1,1,1,111,Churned Customer
13261.0,5177.0,2,1888.2,1,3,4,134,Regular Customer
13358.0,5177.0,1,878.06,1,2,2,122,Regular Customer
12845.0,5176.0,4,708.18,1,4,2,142,Regular Customer
16377.0,5176.0,1,1352.4,1,2,3,123,Regular Customer
14840.0,5176.0,1,125.7,1,2,1,121,Regular Customer
13185.0,5176.0,1,142.8,1,2,1,121,Regular Customer
16216.0,5176.0,1,1829.86,1,2,4,124,Regular Customer
12514.0,5176.0,1,2035.36,1,1,4,114,Regular Customer
13216.0,5176.0,1,667.48,1,1,2,112,Regular Customer
13093.0,5176.0,13,15482.94,1,5,5,155,Frequent Buyer
16976.0,5176.0,1,503.04,1,1,2,112,Regular Customer
14081.0,5176.0,4,1809.34,1,4,3,143,Regular Customer
13707.0,5176.0,2,1612.82,1,3,3,133,Regular Customer
14155.0,5175.0,1,237.5,1,1,1,111,Churned Customer
14633.0,5175.0,1,689.8,1,1,2,112,Regular Customer
15695.0,5175.0,2,819.96,1,3,2,132,Regular Customer
13072.0,5175.0,1,354.3,1,1,1,111,Churned Customer
16716.0,5175.0,3,639.6,1,3,2,132,Regular Customer
17060.0,5175.0,1,468.48,1,1,1,111,Churned Customer
15019.0,5175.0,1,532.0,1,1,2,112,Regular Customer
14041.0,5175.0,1,282.82,1,1,1,111,Churned Customer
14066.0,5175.0,1,305.1,1,1,1,111,Churned Customer
14059.0,5175.0,1,367.2,1,1,1,111,Churned Customer
15408.0,5173.0,1,534.36,1,1,2,112,Regular Customer
15703.0,5173.0,1,423.0,1,1,1,111,Churned Customer
15445.0,5173.0,1,227.0,1,1,1,111,Churned Customer
16402.0,5173.0,2,599.2,1,2,2,122,Regular Customer
12902.0,5173.0,1,277.36,1,1,1,111,Churned Customer
14693.0,5173.0,1,345.8,1,1,1,111,Churned Customer
16096.0,5173.0,1,641.24,1,1,2,112,Regular Customer
17230.0,5173.0,11,6933.34,1,5,5,155,Frequent Buyer
13262.0,5172.0,1,400.58,1,1,1,111,Churned Customer
18224.0,5172.0,1,317.9,1,1,1,111,Churned Customer
17678.0,5172.0,1,596.22,1,1,2,112,Regular Customer
17763.0,5172.0,1,30.0,1,2,1,121,Regular Customer
14762.0,5172.0,1,601.04,1,1,2,112,Regular Customer
16427.0,5172.0,2,482.12,1,2,2,122,Regular Customer
13934.0,5172.0,1,1844.2,1,1,4,114,Regular Customer
12831.0,5171.0,1,430.1,1,1,1,111,Churned Customer
15437.0,5171.0,1,400.32,1,1,1,111,Churned Customer
